source_dataset,source_species,project_species,original_filename,source_path,split,destination_path,image_width,image_height,channels,random_seed
WOOD-AUTH,Category 4 (Oak),oak,1852_4.jpg,data/wood_species/raw/oak/test_1852_4.jpg,validation,data/wood_species/splits/validation/oak/test_1852_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1837_4.jpg,data/wood_species/raw/oak/test_1837_4.jpg,validation,data/wood_species/splits/validation/oak/test_1837_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,378_4.jpg,data/wood_species/raw/oak/train_378_4.jpg,validation,data/wood_species/splits/validation/oak/train_378_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1843_4.jpg,data/wood_species/raw/oak/test_1843_4.jpg,validation,data/wood_species/splits/validation/oak/test_1843_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,188_4.jpg,data/wood_species/raw/oak/train_188_4.jpg,validation,data/wood_species/splits/validation/oak/train_188_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,17_4.jpg,data/wood_species/raw/oak/train_17_4.jpg,validation,data/wood_species/splits/validation/oak/train_17_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,182_4.jpg,data/wood_species/raw/oak/train_182_4.jpg,validation,data/wood_species/splits/validation/oak/train_182_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1903_4.jpg,data/wood_species/raw/oak/test_1903_4.jpg,validation,data/wood_species/splits/validation/oak/test_1903_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,353_4.jpg,data/wood_species/raw/oak/train_353_4.jpg,validation,data/wood_species/splits/validation/oak/train_353_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,109_4.jpg,data/wood_species/raw/oak/train_109_4.jpg,validation,data/wood_species/splits/validation/oak/train_109_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,207_4.jpg,data/wood_species/raw/oak/train_207_4.jpg,validation,data/wood_species/splits/validation/oak/train_207_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1955_4.jpg,data/wood_species/raw/oak/test_1955_4.jpg,validation,data/wood_species/splits/validation/oak/test_1955_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,300_4.jpg,data/wood_species/raw/oak/train_300_4.jpg,validation,data/wood_species/splits/validation/oak/train_300_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,264_4.jpg,data/wood_species/raw/oak/train_264_4.jpg,validation,data/wood_species/splits/validation/oak/train_264_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,262_4.jpg,data/wood_species/raw/oak/train_262_4.jpg,validation,data/wood_species/splits/validation/oak/train_262_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1833_4.jpg,data/wood_species/raw/oak/test_1833_4.jpg,validation,data/wood_species/splits/validation/oak/test_1833_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1896_4.jpg,data/wood_species/raw/oak/test_1896_4.jpg,validation,data/wood_species/splits/validation/oak/test_1896_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,365_4.jpg,data/wood_species/raw/oak/train_365_4.jpg,validation,data/wood_species/splits/validation/oak/train_365_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,214_4.jpg,data/wood_species/raw/oak/train_214_4.jpg,validation,data/wood_species/splits/validation/oak/train_214_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1887_4.jpg,data/wood_species/raw/oak/test_1887_4.jpg,validation,data/wood_species/splits/validation/oak/test_1887_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1895_4.jpg,data/wood_species/raw/oak/test_1895_4.jpg,validation,data/wood_species/splits/validation/oak/test_1895_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,184_4.jpg,data/wood_species/raw/oak/train_184_4.jpg,validation,data/wood_species/splits/validation/oak/train_184_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,393_4.jpg,data/wood_species/raw/oak/train_393_4.jpg,validation,data/wood_species/splits/validation/oak/train_393_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1828_4.jpg,data/wood_species/raw/oak/test_1828_4.jpg,validation,data/wood_species/splits/validation/oak/test_1828_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,316_4.jpg,data/wood_species/raw/oak/train_316_4.jpg,validation,data/wood_species/splits/validation/oak/train_316_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,349_4.jpg,data/wood_species/raw/oak/train_349_4.jpg,validation,data/wood_species/splits/validation/oak/train_349_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1969_4.jpg,data/wood_species/raw/oak/test_1969_4.jpg,validation,data/wood_species/splits/validation/oak/test_1969_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,202_4.jpg,data/wood_species/raw/oak/train_202_4.jpg,validation,data/wood_species/splits/validation/oak/train_202_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,65_4.jpg,data/wood_species/raw/oak/train_65_4.jpg,validation,data/wood_species/splits/validation/oak/train_65_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,32_4.jpg,data/wood_species/raw/oak/train_32_4.jpg,validation,data/wood_species/splits/validation/oak/train_32_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,2007_4.jpg,data/wood_species/raw/oak/test_2007_4.jpg,validation,data/wood_species/splits/validation/oak/test_2007_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,271_4.jpg,data/wood_species/raw/oak/train_271_4.jpg,validation,data/wood_species/splits/validation/oak/train_271_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,162_4.jpg,data/wood_species/raw/oak/train_162_4.jpg,validation,data/wood_species/splits/validation/oak/train_162_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1979_4.jpg,data/wood_species/raw/oak/test_1979_4.jpg,validation,data/wood_species/splits/validation/oak/test_1979_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,396_4.jpg,data/wood_species/raw/oak/train_396_4.jpg,validation,data/wood_species/splits/validation/oak/train_396_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,99_4.jpg,data/wood_species/raw/oak/train_99_4.jpg,validation,data/wood_species/splits/validation/oak/train_99_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,11_4.jpg,data/wood_species/raw/oak/train_11_4.jpg,validation,data/wood_species/splits/validation/oak/train_11_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,105_4.jpg,data/wood_species/raw/oak/train_105_4.jpg,validation,data/wood_species/splits/validation/oak/train_105_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,241_4.jpg,data/wood_species/raw/oak/train_241_4.jpg,validation,data/wood_species/splits/validation/oak/train_241_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,155_4.jpg,data/wood_species/raw/oak/train_155_4.jpg,validation,data/wood_species/splits/validation/oak/train_155_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,96_4.jpg,data/wood_species/raw/oak/train_96_4.jpg,validation,data/wood_species/splits/validation/oak/train_96_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,318_4.jpg,data/wood_species/raw/oak/train_318_4.jpg,validation,data/wood_species/splits/validation/oak/train_318_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1965_4.jpg,data/wood_species/raw/oak/test_1965_4.jpg,validation,data/wood_species/splits/validation/oak/test_1965_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,10_4.jpg,data/wood_species/raw/oak/train_10_4.jpg,test,data/wood_species/splits/test/oak/train_10_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,361_4.jpg,data/wood_species/raw/oak/train_361_4.jpg,test,data/wood_species/splits/test/oak/train_361_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,330_4.jpg,data/wood_species/raw/oak/train_330_4.jpg,test,data/wood_species/splits/test/oak/train_330_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,380_4.jpg,data/wood_species/raw/oak/train_380_4.jpg,test,data/wood_species/splits/test/oak/train_380_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,2013_4.jpg,data/wood_species/raw/oak/test_2013_4.jpg,test,data/wood_species/splits/test/oak/test_2013_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1908_4.jpg,data/wood_species/raw/oak/test_1908_4.jpg,test,data/wood_species/splits/test/oak/test_1908_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,2006_4.jpg,data/wood_species/raw/oak/test_2006_4.jpg,test,data/wood_species/splits/test/oak/test_2006_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1963_4.jpg,data/wood_species/raw/oak/test_1963_4.jpg,test,data/wood_species/splits/test/oak/test_1963_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,7_4.jpg,data/wood_species/raw/oak/train_7_4.jpg,test,data/wood_species/splits/test/oak/train_7_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1844_4.jpg,data/wood_species/raw/oak/test_1844_4.jpg,test,data/wood_species/splits/test/oak/test_1844_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1892_4.jpg,data/wood_species/raw/oak/test_1892_4.jpg,test,data/wood_species/splits/test/oak/test_1892_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,131_4.jpg,data/wood_species/raw/oak/train_131_4.jpg,test,data/wood_species/splits/test/oak/train_131_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1863_4.jpg,data/wood_species/raw/oak/test_1863_4.jpg,test,data/wood_species/splits/test/oak/test_1863_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1914_4.jpg,data/wood_species/raw/oak/test_1914_4.jpg,test,data/wood_species/splits/test/oak/test_1914_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1956_4.jpg,data/wood_species/raw/oak/test_1956_4.jpg,test,data/wood_species/splits/test/oak/test_1956_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,142_4.jpg,data/wood_species/raw/oak/train_142_4.jpg,test,data/wood_species/splits/test/oak/train_142_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,376_4.jpg,data/wood_species/raw/oak/train_376_4.jpg,test,data/wood_species/splits/test/oak/train_376_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1936_4.jpg,data/wood_species/raw/oak/test_1936_4.jpg,test,data/wood_species/splits/test/oak/test_1936_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,199_4.jpg,data/wood_species/raw/oak/train_199_4.jpg,test,data/wood_species/splits/test/oak/train_199_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,75_4.jpg,data/wood_species/raw/oak/train_75_4.jpg,test,data/wood_species/splits/test/oak/train_75_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1911_4.jpg,data/wood_species/raw/oak/test_1911_4.jpg,test,data/wood_species/splits/test/oak/test_1911_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1881_4.jpg,data/wood_species/raw/oak/test_1881_4.jpg,test,data/wood_species/splits/test/oak/test_1881_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,297_4.jpg,data/wood_species/raw/oak/train_297_4.jpg,test,data/wood_species/splits/test/oak/train_297_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,44_4.jpg,data/wood_species/raw/oak/train_44_4.jpg,test,data/wood_species/splits/test/oak/train_44_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1924_4.jpg,data/wood_species/raw/oak/test_1924_4.jpg,test,data/wood_species/splits/test/oak/test_1924_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,399_4.jpg,data/wood_species/raw/oak/train_399_4.jpg,test,data/wood_species/splits/test/oak/train_399_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,394_4.jpg,data/wood_species/raw/oak/train_394_4.jpg,test,data/wood_species/splits/test/oak/train_394_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,85_4.jpg,data/wood_species/raw/oak/train_85_4.jpg,test,data/wood_species/splits/test/oak/train_85_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,2_4.jpg,data/wood_species/raw/oak/train_2_4.jpg,test,data/wood_species/splits/test/oak/train_2_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,351_4.jpg,data/wood_species/raw/oak/train_351_4.jpg,test,data/wood_species/splits/test/oak/train_351_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,290_4.jpg,data/wood_species/raw/oak/train_290_4.jpg,test,data/wood_species/splits/test/oak/train_290_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,354_4.jpg,data/wood_species/raw/oak/train_354_4.jpg,test,data/wood_species/splits/test/oak/train_354_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,58_4.jpg,data/wood_species/raw/oak/train_58_4.jpg,test,data/wood_species/splits/test/oak/train_58_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,215_4.jpg,data/wood_species/raw/oak/train_215_4.jpg,test,data/wood_species/splits/test/oak/train_215_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,177_4.jpg,data/wood_species/raw/oak/train_177_4.jpg,test,data/wood_species/splits/test/oak/train_177_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1991_4.jpg,data/wood_species/raw/oak/test_1991_4.jpg,test,data/wood_species/splits/test/oak/test_1991_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,13_4.jpg,data/wood_species/raw/oak/train_13_4.jpg,test,data/wood_species/splits/test/oak/train_13_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,124_4.jpg,data/wood_species/raw/oak/train_124_4.jpg,test,data/wood_species/splits/test/oak/train_124_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1983_4.jpg,data/wood_species/raw/oak/test_1983_4.jpg,test,data/wood_species/splits/test/oak/test_1983_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,52_4.jpg,data/wood_species/raw/oak/train_52_4.jpg,test,data/wood_species/splits/test/oak/train_52_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,40_4.jpg,data/wood_species/raw/oak/train_40_4.jpg,test,data/wood_species/splits/test/oak/train_40_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,127_4.jpg,data/wood_species/raw/oak/train_127_4.jpg,test,data/wood_species/splits/test/oak/train_127_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1953_4.jpg,data/wood_species/raw/oak/test_1953_4.jpg,test,data/wood_species/splits/test/oak/test_1953_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,2001_4.jpg,data/wood_species/raw/oak/test_2001_4.jpg,test,data/wood_species/splits/test/oak/test_2001_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1971_4.jpg,data/wood_species/raw/oak/test_1971_4.jpg,test,data/wood_species/splits/test/oak/test_1971_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1876_4.jpg,data/wood_species/raw/oak/test_1876_4.jpg,test,data/wood_species/splits/test/oak/test_1876_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,192_4.jpg,data/wood_species/raw/oak/train_192_4.jpg,test,data/wood_species/splits/test/oak/train_192_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1960_4.jpg,data/wood_species/raw/oak/test_1960_4.jpg,test,data/wood_species/splits/test/oak/test_1960_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1824_4.jpg,data/wood_species/raw/oak/test_1824_4.jpg,test,data/wood_species/splits/test/oak/test_1824_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,309_4.jpg,data/wood_species/raw/oak/train_309_4.jpg,test,data/wood_species/splits/test/oak/train_309_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1821_4.jpg,data/wood_species/raw/oak/test_1821_4.jpg,test,data/wood_species/splits/test/oak/test_1821_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,77_4.jpg,data/wood_species/raw/oak/train_77_4.jpg,test,data/wood_species/splits/test/oak/train_77_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1890_4.jpg,data/wood_species/raw/oak/test_1890_4.jpg,test,data/wood_species/splits/test/oak/test_1890_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,66_4.jpg,data/wood_species/raw/oak/train_66_4.jpg,test,data/wood_species/splits/test/oak/train_66_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1934_4.jpg,data/wood_species/raw/oak/test_1934_4.jpg,test,data/wood_species/splits/test/oak/test_1934_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1823_4.jpg,data/wood_species/raw/oak/test_1823_4.jpg,test,data/wood_species/splits/test/oak/test_1823_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,19_4.jpg,data/wood_species/raw/oak/train_19_4.jpg,test,data/wood_species/splits/test/oak/train_19_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1950_4.jpg,data/wood_species/raw/oak/test_1950_4.jpg,test,data/wood_species/splits/test/oak/test_1950_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,90_4.jpg,data/wood_species/raw/oak/train_90_4.jpg,test,data/wood_species/splits/test/oak/train_90_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1901_4.jpg,data/wood_species/raw/oak/test_1901_4.jpg,test,data/wood_species/splits/test/oak/test_1901_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,326_4.jpg,data/wood_species/raw/oak/train_326_4.jpg,test,data/wood_species/splits/test/oak/train_326_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,216_4.jpg,data/wood_species/raw/oak/train_216_4.jpg,test,data/wood_species/splits/test/oak/train_216_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1862_4.jpg,data/wood_species/raw/oak/test_1862_4.jpg,test,data/wood_species/splits/test/oak/test_1862_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,258_4.jpg,data/wood_species/raw/oak/train_258_4.jpg,test,data/wood_species/splits/test/oak/train_258_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,26_4.jpg,data/wood_species/raw/oak/train_26_4.jpg,test,data/wood_species/splits/test/oak/train_26_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1912_4.jpg,data/wood_species/raw/oak/test_1912_4.jpg,test,data/wood_species/splits/test/oak/test_1912_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,116_4.jpg,data/wood_species/raw/oak/train_116_4.jpg,test,data/wood_species/splits/test/oak/train_116_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,243_4.jpg,data/wood_species/raw/oak/train_243_4.jpg,test,data/wood_species/splits/test/oak/train_243_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1915_4.jpg,data/wood_species/raw/oak/test_1915_4.jpg,test,data/wood_species/splits/test/oak/test_1915_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,304_4.jpg,data/wood_species/raw/oak/train_304_4.jpg,test,data/wood_species/splits/test/oak/train_304_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,339_4.jpg,data/wood_species/raw/oak/train_339_4.jpg,test,data/wood_species/splits/test/oak/train_339_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,18_4.jpg,data/wood_species/raw/oak/train_18_4.jpg,test,data/wood_species/splits/test/oak/train_18_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1940_4.jpg,data/wood_species/raw/oak/test_1940_4.jpg,test,data/wood_species/splits/test/oak/test_1940_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,367_4.jpg,data/wood_species/raw/oak/train_367_4.jpg,test,data/wood_species/splits/test/oak/train_367_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1858_4.jpg,data/wood_species/raw/oak/test_1858_4.jpg,test,data/wood_species/splits/test/oak/test_1858_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,217_4.jpg,data/wood_species/raw/oak/train_217_4.jpg,test,data/wood_species/splits/test/oak/train_217_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,240_4.jpg,data/wood_species/raw/oak/train_240_4.jpg,test,data/wood_species/splits/test/oak/train_240_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1865_4.jpg,data/wood_species/raw/oak/test_1865_4.jpg,test,data/wood_species/splits/test/oak/test_1865_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1984_4.jpg,data/wood_species/raw/oak/test_1984_4.jpg,test,data/wood_species/splits/test/oak/test_1984_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,306_4.jpg,data/wood_species/raw/oak/train_306_4.jpg,test,data/wood_species/splits/test/oak/train_306_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,295_4.jpg,data/wood_species/raw/oak/train_295_4.jpg,test,data/wood_species/splits/test/oak/train_295_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,125_4.jpg,data/wood_species/raw/oak/train_125_4.jpg,test,data/wood_species/splits/test/oak/train_125_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,56_4.jpg,data/wood_species/raw/oak/train_56_4.jpg,test,data/wood_species/splits/test/oak/train_56_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1966_4.jpg,data/wood_species/raw/oak/test_1966_4.jpg,test,data/wood_species/splits/test/oak/test_1966_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,16_4.jpg,data/wood_species/raw/oak/train_16_4.jpg,test,data/wood_species/splits/test/oak/train_16_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,143_4.jpg,data/wood_species/raw/oak/train_143_4.jpg,test,data/wood_species/splits/test/oak/train_143_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1982_4.jpg,data/wood_species/raw/oak/test_1982_4.jpg,test,data/wood_species/splits/test/oak/test_1982_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1885_4.jpg,data/wood_species/raw/oak/test_1885_4.jpg,test,data/wood_species/splits/test/oak/test_1885_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,265_4.jpg,data/wood_species/raw/oak/train_265_4.jpg,test,data/wood_species/splits/test/oak/train_265_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,2009_4.jpg,data/wood_species/raw/oak/test_2009_4.jpg,test,data/wood_species/splits/test/oak/test_2009_4.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,130_8.jpg,data/wood_species/raw/pine/train_130_8.jpg,train,data/wood_species/splits/train/pine/train_130_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,124_8.jpg,data/wood_species/raw/pine/train_124_8.jpg,train,data/wood_species/splits/train/pine/train_124_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,2726_8.jpg,data/wood_species/raw/pine/test_2726_8.jpg,train,data/wood_species/splits/train/pine/test_2726_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,172_8.jpg,data/wood_species/raw/pine/train_172_8.jpg,train,data/wood_species/splits/train/pine/train_172_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,59_8.jpg,data/wood_species/raw/pine/train_59_8.jpg,train,data/wood_species/splits/train/pine/train_59_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,194_8.jpg,data/wood_species/raw/pine/train_194_8.jpg,train,data/wood_species/splits/train/pine/train_194_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,67_8.jpg,data/wood_species/raw/pine/train_67_8.jpg,train,data/wood_species/splits/train/pine/train_67_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,2633_8.jpg,data/wood_species/raw/pine/test_2633_8.jpg,train,data/wood_species/splits/train/pine/test_2633_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,206_8.jpg,data/wood_species/raw/pine/train_206_8.jpg,train,data/wood_species/splits/train/pine/train_206_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,34_8.jpg,data/wood_species/raw/pine/train_34_8.jpg,train,data/wood_species/splits/train/pine/train_34_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,132_8.jpg,data/wood_species/raw/pine/train_132_8.jpg,train,data/wood_species/splits/train/pine/train_132_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,24_8.jpg,data/wood_species/raw/pine/train_24_8.jpg,train,data/wood_species/splits/train/pine/train_24_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,64_8.jpg,data/wood_species/raw/pine/train_64_8.jpg,train,data/wood_species/splits/train/pine/train_64_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,2690_8.jpg,data/wood_species/raw/pine/test_2690_8.jpg,train,data/wood_species/splits/train/pine/test_2690_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,2724_8.jpg,data/wood_species/raw/pine/test_2724_8.jpg,train,data/wood_species/splits/train/pine/test_2724_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,49_8.jpg,data/wood_species/raw/pine/train_49_8.jpg,train,data/wood_species/splits/train/pine/train_49_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,2624_8.jpg,data/wood_species/raw/pine/test_2624_8.jpg,train,data/wood_species/splits/train/pine/test_2624_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,143_8.jpg,data/wood_species/raw/pine/train_143_8.jpg,train,data/wood_species/splits/train/pine/train_143_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,137_8.jpg,data/wood_species/raw/pine/train_137_8.jpg,train,data/wood_species/splits/train/pine/train_137_8.jpg,200,200,3,42
WOOD-AUTH,Category 8 (Pine),pine,146_8.jpg,data/wood_species/raw/pine/train_146_8.jpg,train,data/wood_species/splits/train/pine/train_146_8.jpg,200,200,3,42
