source_dataset,source_split,source_category,species,original_filename,destination_filename,destination_path,image_width,image_height,channels,file_size_bytes
WOOD-AUTH,test,4,oak,1920_4.jpg,test_1920_4.jpg,data/wood_species/raw/oak/test_1920_4.jpg,200,200,3,6510
WOOD-AUTH,test,4,oak,1921_4.jpg,test_1921_4.jpg,data/wood_species/raw/oak/test_1921_4.jpg,200,200,3,4481
WOOD-AUTH,test,4,oak,1922_4.jpg,test_1922_4.jpg,data/wood_species/raw/oak/test_1922_4.jpg,200,200,3,4549
WOOD-AUTH,test,4,oak,1923_4.jpg,test_1923_4.jpg,data/wood_species/raw/oak/test_1923_4.jpg,200,200,3,4542
WOOD-AUTH,test,4,oak,1924_4.jpg,test_1924_4.jpg,data/wood_species/raw/oak/test_1924_4.jpg,200,200,3,4466
WOOD-AUTH,test,4,oak,1925_4.jpg,test_1925_4.jpg,data/wood_species/raw/oak/test_1925_4.jpg,200,200,3,5158
WOOD-AUTH,test,4,oak,1926_4.jpg,test_1926_4.jpg,data/wood_species/raw/oak/test_1926_4.jpg,200,200,3,5240
WOOD-AUTH,test,4,oak,1927_4.jpg,test_1927_4.jpg,data/wood_species/raw/oak/test_1927_4.jpg,200,200,3,5022
WOOD-AUTH,test,4,oak,1928_4.jpg,test_1928_4.jpg,data/wood_species/raw/oak/test_1928_4.jpg,200,200,3,5182
WOOD-AUTH,test,4,oak,1929_4.jpg,test_1929_4.jpg,data/wood_species/raw/oak/test_1929_4.jpg,200,200,3,4717
WOOD-AUTH,test,4,oak,1930_4.jpg,test_1930_4.jpg,data/wood_species/raw/oak/test_1930_4.jpg,200,200,3,4866
WOOD-AUTH,test,4,oak,1931_4.jpg,test_1931_4.jpg,data/wood_species/raw/oak/test_1931_4.jpg,200,200,3,4863
WOOD-AUTH,test,4,oak,1932_4.jpg,test_1932_4.jpg,data/wood_species/raw/oak/test_1932_4.jpg,200,200,3,5221
WOOD-AUTH,test,4,oak,1933_4.jpg,test_1933_4.jpg,data/wood_species/raw/oak/test_1933_4.jpg,200,200,3,7246
WOOD-AUTH,test,4,oak,1934_4.jpg,test_1934_4.jpg,data/wood_species/raw/oak/test_1934_4.jpg,200,200,3,6845
WOOD-AUTH,test,4,oak,1935_4.jpg,test_1935_4.jpg,data/wood_species/raw/oak/test_1935_4.jpg,200,200,3,7564
WOOD-AUTH,test,4,oak,1936_4.jpg,test_1936_4.jpg,data/wood_species/raw/oak/test_1936_4.jpg,200,200,3,7126
WOOD-AUTH,test,4,oak,1937_4.jpg,test_1937_4.jpg,data/wood_species/raw/oak/test_1937_4.jpg,200,200,3,6562
WOOD-AUTH,test,4,oak,1938_4.jpg,test_1938_4.jpg,data/wood_species/raw/oak/test_1938_4.jpg,200,200,3,6433
WOOD-AUTH,test,4,oak,1939_4.jpg,test_1939_4.jpg,data/wood_species/raw/oak/test_1939_4.jpg,200,200,3,6876
WOOD-AUTH,test,4,oak,1940_4.jpg,test_1940_4.jpg,data/wood_species/raw/oak/test_1940_4.jpg,200,200,3,6492
WOOD-AUTH,test,4,oak,1941_4.jpg,test_1941_4.jpg,data/wood_species/raw/oak/test_1941_4.jpg,200,200,3,7583
WOOD-AUTH,test,4,oak,1942_4.jpg,test_1942_4.jpg,data/wood_species/raw/oak/test_1942_4.jpg,200,200,3,7016
WOOD-AUTH,test,4,oak,1943_4.jpg,test_1943_4.jpg,data/wood_species/raw/oak/test_1943_4.jpg,200,200,3,7490
WOOD-AUTH,test,4,oak,1944_4.jpg,test_1944_4.jpg,data/wood_species/raw/oak/test_1944_4.jpg,200,200,3,6842
WOOD-AUTH,test,4,oak,1945_4.jpg,test_1945_4.jpg,data/wood_species/raw/oak/test_1945_4.jpg,200,200,3,6341
WOOD-AUTH,test,4,oak,1946_4.jpg,test_1946_4.jpg,data/wood_species/raw/oak/test_1946_4.jpg,200,200,3,6083
WOOD-AUTH,test,4,oak,1947_4.jpg,test_1947_4.jpg,data/wood_species/raw/oak/test_1947_4.jpg,200,200,3,6465
WOOD-AUTH,test,4,oak,1948_4.jpg,test_1948_4.jpg,data/wood_species/raw/oak/test_1948_4.jpg,200,200,3,6232
WOOD-AUTH,test,4,oak,1949_4.jpg,test_1949_4.jpg,data/wood_species/raw/oak/test_1949_4.jpg,200,200,3,5794
WOOD-AUTH,test,4,oak,1950_4.jpg,test_1950_4.jpg,data/wood_species/raw/oak/test_1950_4.jpg,200,200,3,5953
WOOD-AUTH,test,4,oak,1951_4.jpg,test_1951_4.jpg,data/wood_species/raw/oak/test_1951_4.jpg,200,200,3,5721
WOOD-AUTH,test,4,oak,1952_4.jpg,test_1952_4.jpg,data/wood_species/raw/oak/test_1952_4.jpg,200,200,3,5930
WOOD-AUTH,test,4,oak,1953_4.jpg,test_1953_4.jpg,data/wood_species/raw/oak/test_1953_4.jpg,200,200,3,5321
WOOD-AUTH,test,4,oak,1954_4.jpg,test_1954_4.jpg,data/wood_species/raw/oak/test_1954_4.jpg,200,200,3,5138
WOOD-AUTH,test,4,oak,1955_4.jpg,test_1955_4.jpg,data/wood_species/raw/oak/test_1955_4.jpg,200,200,3,5366
WOOD-AUTH,test,4,oak,1956_4.jpg,test_1956_4.jpg,data/wood_species/raw/oak/test_1956_4.jpg,200,200,3,4952
WOOD-AUTH,test,4,oak,1957_4.jpg,test_1957_4.jpg,data/wood_species/raw/oak/test_1957_4.jpg,200,200,3,7534
WOOD-AUTH,test,4,oak,1958_4.jpg,test_1958_4.jpg,data/wood_species/raw/oak/test_1958_4.jpg,200,200,3,7334
WOOD-AUTH,test,4,oak,1959_4.jpg,test_1959_4.jpg,data/wood_species/raw/oak/test_1959_4.jpg,200,200,3,6704
WOOD-AUTH,test,4,oak,1960_4.jpg,test_1960_4.jpg,data/wood_species/raw/oak/test_1960_4.jpg,200,200,3,7060
WOOD-AUTH,test,4,oak,1961_4.jpg,test_1961_4.jpg,data/wood_species/raw/oak/test_1961_4.jpg,200,200,3,5229
WOOD-AUTH,test,4,oak,1962_4.jpg,test_1962_4.jpg,data/wood_species/raw/oak/test_1962_4.jpg,200,200,3,5463
WOOD-AUTH,test,4,oak,1963_4.jpg,test_1963_4.jpg,data/wood_species/raw/oak/test_1963_4.jpg,200,200,3,5224
WOOD-AUTH,test,4,oak,1964_4.jpg,test_1964_4.jpg,data/wood_species/raw/oak/test_1964_4.jpg,200,200,3,5204
WOOD-AUTH,test,4,oak,1965_4.jpg,test_1965_4.jpg,data/wood_species/raw/oak/test_1965_4.jpg,200,200,3,5424
WOOD-AUTH,test,4,oak,1966_4.jpg,test_1966_4.jpg,data/wood_species/raw/oak/test_1966_4.jpg,200,200,3,5133
WOOD-AUTH,test,4,oak,1967_4.jpg,test_1967_4.jpg,data/wood_species/raw/oak/test_1967_4.jpg,200,200,3,5252
WOOD-AUTH,test,4,oak,1968_4.jpg,test_1968_4.jpg,data/wood_species/raw/oak/test_1968_4.jpg,200,200,3,5246
WOOD-AUTH,test,4,oak,1969_4.jpg,test_1969_4.jpg,data/wood_species/raw/oak/test_1969_4.jpg,200,200,3,5533
WOOD-AUTH,test,4,oak,1970_4.jpg,test_1970_4.jpg,data/wood_species/raw/oak/test_1970_4.jpg,200,200,3,5177
WOOD-AUTH,test,4,oak,1971_4.jpg,test_1971_4.jpg,data/wood_species/raw/oak/test_1971_4.jpg,200,200,3,5235
WOOD-AUTH,test,4,oak,1972_4.jpg,test_1972_4.jpg,data/wood_species/raw/oak/test_1972_4.jpg,200,200,3,5138
WOOD-AUTH,test,4,oak,1973_4.jpg,test_1973_4.jpg,data/wood_species/raw/oak/test_1973_4.jpg,200,200,3,5735
WOOD-AUTH,test,4,oak,1974_4.jpg,test_1974_4.jpg,data/wood_species/raw/oak/test_1974_4.jpg,200,200,3,5380
WOOD-AUTH,test,4,oak,1975_4.jpg,test_1975_4.jpg,data/wood_species/raw/oak/test_1975_4.jpg,200,200,3,5870
WOOD-AUTH,test,4,oak,1976_4.jpg,test_1976_4.jpg,data/wood_species/raw/oak/test_1976_4.jpg,200,200,3,5665
WOOD-AUTH,test,4,oak,1977_4.jpg,test_1977_4.jpg,data/wood_species/raw/oak/test_1977_4.jpg,200,200,3,6848
WOOD-AUTH,test,4,oak,1978_4.jpg,test_1978_4.jpg,data/wood_species/raw/oak/test_1978_4.jpg,200,200,3,6763
WOOD-AUTH,test,4,oak,1979_4.jpg,test_1979_4.jpg,data/wood_species/raw/oak/test_1979_4.jpg,200,200,3,7063
WOOD-AUTH,test,4,oak,1980_4.jpg,test_1980_4.jpg,data/wood_species/raw/oak/test_1980_4.jpg,200,200,3,6859
WOOD-AUTH,test,4,oak,1981_4.jpg,test_1981_4.jpg,data/wood_species/raw/oak/test_1981_4.jpg,200,200,3,5952
WOOD-AUTH,test,4,oak,1982_4.jpg,test_1982_4.jpg,data/wood_species/raw/oak/test_1982_4.jpg,200,200,3,6061
WOOD-AUTH,test,4,oak,1983_4.jpg,test_1983_4.jpg,data/wood_species/raw/oak/test_1983_4.jpg,200,200,3,5699
WOOD-AUTH,test,4,oak,1984_4.jpg,test_1984_4.jpg,data/wood_species/raw/oak/test_1984_4.jpg,200,200,3,5860
WOOD-AUTH,test,4,oak,1985_4.jpg,test_1985_4.jpg,data/wood_species/raw/oak/test_1985_4.jpg,200,200,3,5849
WOOD-AUTH,test,4,oak,1986_4.jpg,test_1986_4.jpg,data/wood_species/raw/oak/test_1986_4.jpg,200,200,3,5639
WOOD-AUTH,test,4,oak,1987_4.jpg,test_1987_4.jpg,data/wood_species/raw/oak/test_1987_4.jpg,200,200,3,5563
WOOD-AUTH,test,4,oak,1988_4.jpg,test_1988_4.jpg,data/wood_species/raw/oak/test_1988_4.jpg,200,200,3,5862
WOOD-AUTH,test,4,oak,1989_4.jpg,test_1989_4.jpg,data/wood_species/raw/oak/test_1989_4.jpg,200,200,3,7966
WOOD-AUTH,test,4,oak,1990_4.jpg,test_1990_4.jpg,data/wood_species/raw/oak/test_1990_4.jpg,200,200,3,8028
WOOD-AUTH,test,4,oak,1991_4.jpg,test_1991_4.jpg,data/wood_species/raw/oak/test_1991_4.jpg,200,200,3,8014
WOOD-AUTH,test,4,oak,1992_4.jpg,test_1992_4.jpg,data/wood_species/raw/oak/test_1992_4.jpg,200,200,3,8045
WOOD-AUTH,test,4,oak,1993_4.jpg,test_1993_4.jpg,data/wood_species/raw/oak/test_1993_4.jpg,200,200,3,7525
WOOD-AUTH,test,4,oak,1994_4.jpg,test_1994_4.jpg,data/wood_species/raw/oak/test_1994_4.jpg,200,200,3,7988
WOOD-AUTH,test,4,oak,1995_4.jpg,test_1995_4.jpg,data/wood_species/raw/oak/test_1995_4.jpg,200,200,3,7532
WOOD-AUTH,test,4,oak,1996_4.jpg,test_1996_4.jpg,data/wood_species/raw/oak/test_1996_4.jpg,200,200,3,7843
WOOD-AUTH,test,4,oak,1997_4.jpg,test_1997_4.jpg,data/wood_species/raw/oak/test_1997_4.jpg,200,200,3,5013
WOOD-AUTH,test,4,oak,1998_4.jpg,test_1998_4.jpg,data/wood_species/raw/oak/test_1998_4.jpg,200,200,3,4582
WOOD-AUTH,test,4,oak,1999_4.jpg,test_1999_4.jpg,data/wood_species/raw/oak/test_1999_4.jpg,200,200,3,4576
WOOD-AUTH,test,4,oak,2000_4.jpg,test_2000_4.jpg,data/wood_species/raw/oak/test_2000_4.jpg,200,200,3,4628
WOOD-AUTH,test,4,oak,2001_4.jpg,test_2001_4.jpg,data/wood_species/raw/oak/test_2001_4.jpg,200,200,3,7968
WOOD-AUTH,test,4,oak,2002_4.jpg,test_2002_4.jpg,data/wood_species/raw/oak/test_2002_4.jpg,200,200,3,7529
WOOD-AUTH,test,4,oak,2003_4.jpg,test_2003_4.jpg,data/wood_species/raw/oak/test_2003_4.jpg,200,200,3,7728
WOOD-AUTH,test,4,oak,2004_4.jpg,test_2004_4.jpg,data/wood_species/raw/oak/test_2004_4.jpg,200,200,3,7517
WOOD-AUTH,test,4,oak,2005_4.jpg,test_2005_4.jpg,data/wood_species/raw/oak/test_2005_4.jpg,200,200,3,9357
WOOD-AUTH,test,4,oak,2006_4.jpg,test_2006_4.jpg,data/wood_species/raw/oak/test_2006_4.jpg,200,200,3,9183
WOOD-AUTH,test,4,oak,2007_4.jpg,test_2007_4.jpg,data/wood_species/raw/oak/test_2007_4.jpg,200,200,3,9240
WOOD-AUTH,test,4,oak,2008_4.jpg,test_2008_4.jpg,data/wood_species/raw/oak/test_2008_4.jpg,200,200,3,8875
WOOD-AUTH,test,4,oak,2009_4.jpg,test_2009_4.jpg,data/wood_species/raw/oak/test_2009_4.jpg,200,200,3,8882
WOOD-AUTH,test,4,oak,2010_4.jpg,test_2010_4.jpg,data/wood_species/raw/oak/test_2010_4.jpg,200,200,3,8582
WOOD-AUTH,test,4,oak,2011_4.jpg,test_2011_4.jpg,data/wood_species/raw/oak/test_2011_4.jpg,200,200,3,8833
WOOD-AUTH,test,4,oak,2012_4.jpg,test_2012_4.jpg,data/wood_species/raw/oak/test_2012_4.jpg,200,200,3,8585
WOOD-AUTH,test,4,oak,2013_4.jpg,test_2013_4.jpg,data/wood_species/raw/oak/test_2013_4.jpg,200,200,3,6982
WOOD-AUTH,test,4,oak,2014_4.jpg,test_2014_4.jpg,data/wood_species/raw/oak/test_2014_4.jpg,200,200,3,6968
WOOD-AUTH,test,4,oak,2015_4.jpg,test_2015_4.jpg,data/wood_species/raw/oak/test_2015_4.jpg,200,200,3,7329
WOOD-AUTH,test,4,oak,2016_4.jpg,test_2016_4.jpg,data/wood_species/raw/oak/test_2016_4.jpg,200,200,3,6809
WOOD-AUTH,test,4,oak,2017_4.jpg,test_2017_4.jpg,data/wood_species/raw/oak/test_2017_4.jpg,200,200,3,6259
WOOD-AUTH,test,4,oak,2018_4.jpg,test_2018_4.jpg,data/wood_species/raw/oak/test_2018_4.jpg,200,200,3,6269
WOOD-AUTH,test,4,oak,2019_4.jpg,test_2019_4.jpg,data/wood_species/raw/oak/test_2019_4.jpg,200,200,3,7241
WOOD-AUTH,test,4,oak,2020_4.jpg,test_2020_4.jpg,data/wood_species/raw/oak/test_2020_4.jpg,200,200,3,7076
WOOD-AUTH,test,8,pine,2621_8.jpg,test_2621_8.jpg,data/wood_species/raw/pine/test_2621_8.jpg,200,200,3,5756
WOOD-AUTH,test,8,pine,2622_8.jpg,test_2622_8.jpg,data/wood_species/raw/pine/test_2622_8.jpg,200,200,3,5859
WOOD-AUTH,test,8,pine,2623_8.jpg,test_2623_8.jpg,data/wood_species/raw/pine/test_2623_8.jpg,200,200,3,5548
WOOD-AUTH,test,8,pine,2624_8.jpg,test_2624_8.jpg,data/wood_species/raw/pine/test_2624_8.jpg,200,200,3,5633
WOOD-AUTH,test,8,pine,2625_8.jpg,test_2625_8.jpg,data/wood_species/raw/pine/test_2625_8.jpg,200,200,3,4959
WOOD-AUTH,test,8,pine,2626_8.jpg,test_2626_8.jpg,data/wood_species/raw/pine/test_2626_8.jpg,200,200,3,5348
WOOD-AUTH,test,8,pine,2627_8.jpg,test_2627_8.jpg,data/wood_species/raw/pine/test_2627_8.jpg,200,200,3,5247
WOOD-AUTH,test,8,pine,2628_8.jpg,test_2628_8.jpg,data/wood_species/raw/pine/test_2628_8.jpg,200,200,3,5408
WOOD-AUTH,test,8,pine,2629_8.jpg,test_2629_8.jpg,data/wood_species/raw/pine/test_2629_8.jpg,200,200,3,6430
WOOD-AUTH,test,8,pine,2630_8.jpg,test_2630_8.jpg,data/wood_species/raw/pine/test_2630_8.jpg,200,200,3,6682
WOOD-AUTH,test,8,pine,2631_8.jpg,test_2631_8.jpg,data/wood_species/raw/pine/test_2631_8.jpg,200,200,3,6046
WOOD-AUTH,test,8,pine,2632_8.jpg,test_2632_8.jpg,data/wood_species/raw/pine/test_2632_8.jpg,200,200,3,6112
WOOD-AUTH,test,8,pine,2633_8.jpg,test_2633_8.jpg,data/wood_species/raw/pine/test_2633_8.jpg,200,200,3,7903
WOOD-AUTH,test,8,pine,2634_8.jpg,test_2634_8.jpg,data/wood_species/raw/pine/test_2634_8.jpg,200,200,3,7836
WOOD-AUTH,test,8,pine,2635_8.jpg,test_2635_8.jpg,data/wood_species/raw/pine/test_2635_8.jpg,200,200,3,7721
WOOD-AUTH,test,8,pine,2636_8.jpg,test_2636_8.jpg,data/wood_species/raw/pine/test_2636_8.jpg,200,200,3,7542
WOOD-AUTH,test,8,pine,2637_8.jpg,test_2637_8.jpg,data/wood_species/raw/pine/test_2637_8.jpg,200,200,3,5605
WOOD-AUTH,test,8,pine,2638_8.jpg,test_2638_8.jpg,data/wood_species/raw/pine/test_2638_8.jpg,200,200,3,5539
WOOD-AUTH,test,8,pine,2639_8.jpg,test_2639_8.jpg,data/wood_species/raw/pine/test_2639_8.jpg,200,200,3,6223
WOOD-AUTH,test,8,pine,2640_8.jpg,test_2640_8.jpg,data/wood_species/raw/pine/test_2640_8.jpg,200,200,3,5759
WOOD-AUTH,test,8,pine,2641_8.jpg,test_2641_8.jpg,data/wood_species/raw/pine/test_2641_8.jpg,200,200,3,5065
WOOD-AUTH,test,8,pine,2642_8.jpg,test_2642_8.jpg,data/wood_species/raw/pine/test_2642_8.jpg,200,200,3,5163
WOOD-AUTH,test,8,pine,2643_8.jpg,test_2643_8.jpg,data/wood_species/raw/pine/test_2643_8.jpg,200,200,3,4986
WOOD-AUTH,test,8,pine,2644_8.jpg,test_2644_8.jpg,data/wood_species/raw/pine/test_2644_8.jpg,200,200,3,5226
WOOD-AUTH,test,8,pine,2645_8.jpg,test_2645_8.jpg,data/wood_species/raw/pine/test_2645_8.jpg,200,200,3,5224
WOOD-AUTH,test,8,pine,2646_8.jpg,test_2646_8.jpg,data/wood_species/raw/pine/test_2646_8.jpg,200,200,3,5339
WOOD-AUTH,test,8,pine,2647_8.jpg,test_2647_8.jpg,data/wood_species/raw/pine/test_2647_8.jpg,200,200,3,5332
WOOD-AUTH,test,8,pine,2648_8.jpg,test_2648_8.jpg,data/wood_species/raw/pine/test_2648_8.jpg,200,200,3,5530
WOOD-AUTH,test,8,pine,2649_8.jpg,test_2649_8.jpg,data/wood_species/raw/pine/test_2649_8.jpg,200,200,3,6690
WOOD-AUTH,test,8,pine,2650_8.jpg,test_2650_8.jpg,data/wood_species/raw/pine/test_2650_8.jpg,200,200,3,6527
WOOD-AUTH,test,8,pine,2651_8.jpg,test_2651_8.jpg,data/wood_species/raw/pine/test_2651_8.jpg,200,200,3,6204
WOOD-AUTH,test,8,pine,2652_8.jpg,test_2652_8.jpg,data/wood_species/raw/pine/test_2652_8.jpg,200,200,3,6195
WOOD-AUTH,test,8,pine,2653_8.jpg,test_2653_8.jpg,data/wood_species/raw/pine/test_2653_8.jpg,200,200,3,8319
WOOD-AUTH,test,8,pine,2654_8.jpg,test_2654_8.jpg,data/wood_species/raw/pine/test_2654_8.jpg,200,200,3,7884
WOOD-AUTH,test,8,pine,2655_8.jpg,test_2655_8.jpg,data/wood_species/raw/pine/test_2655_8.jpg,200,200,3,8178
WOOD-AUTH,test,8,pine,2656_8.jpg,test_2656_8.jpg,data/wood_species/raw/pine/test_2656_8.jpg,200,200,3,7802
WOOD-AUTH,test,8,pine,2657_8.jpg,test_2657_8.jpg,data/wood_species/raw/pine/test_2657_8.jpg,200,200,3,8123
WOOD-AUTH,test,8,pine,2658_8.jpg,test_2658_8.jpg,data/wood_species/raw/pine/test_2658_8.jpg,200,200,3,8104
WOOD-AUTH,test,8,pine,2659_8.jpg,test_2659_8.jpg,data/wood_species/raw/pine/test_2659_8.jpg,200,200,3,8073
WOOD-AUTH,test,8,pine,2660_8.jpg,test_2660_8.jpg,data/wood_species/raw/pine/test_2660_8.jpg,200,200,3,8011
WOOD-AUTH,test,8,pine,2661_8.jpg,test_2661_8.jpg,data/wood_species/raw/pine/test_2661_8.jpg,200,200,3,5689
WOOD-AUTH,test,8,pine,2662_8.jpg,test_2662_8.jpg,data/wood_species/raw/pine/test_2662_8.jpg,200,200,3,5852
WOOD-AUTH,test,8,pine,2663_8.jpg,test_2663_8.jpg,data/wood_species/raw/pine/test_2663_8.jpg,200,200,3,5745
WOOD-AUTH,test,8,pine,2664_8.jpg,test_2664_8.jpg,data/wood_species/raw/pine/test_2664_8.jpg,200,200,3,5896
WOOD-AUTH,test,8,pine,2665_8.jpg,test_2665_8.jpg,data/wood_species/raw/pine/test_2665_8.jpg,200,200,3,6537
WOOD-AUTH,test,8,pine,2666_8.jpg,test_2666_8.jpg,data/wood_species/raw/pine/test_2666_8.jpg,200,200,3,6587
WOOD-AUTH,test,8,pine,2667_8.jpg,test_2667_8.jpg,data/wood_species/raw/pine/test_2667_8.jpg,200,200,3,6525
WOOD-AUTH,test,8,pine,2668_8.jpg,test_2668_8.jpg,data/wood_species/raw/pine/test_2668_8.jpg,200,200,3,6626
WOOD-AUTH,test,8,pine,2669_8.jpg,test_2669_8.jpg,data/wood_species/raw/pine/test_2669_8.jpg,200,200,3,4773
WOOD-AUTH,test,8,pine,2670_8.jpg,test_2670_8.jpg,data/wood_species/raw/pine/test_2670_8.jpg,200,200,3,5020
WOOD-AUTH,test,8,pine,2671_8.jpg,test_2671_8.jpg,data/wood_species/raw/pine/test_2671_8.jpg,200,200,3,5064
WOOD-AUTH,test,8,pine,2672_8.jpg,test_2672_8.jpg,data/wood_species/raw/pine/test_2672_8.jpg,200,200,3,4884
WOOD-AUTH,test,8,pine,2673_8.jpg,test_2673_8.jpg,data/wood_species/raw/pine/test_2673_8.jpg,200,200,3,4540
WOOD-AUTH,test,8,pine,2674_8.jpg,test_2674_8.jpg,data/wood_species/raw/pine/test_2674_8.jpg,200,200,3,4555
WOOD-AUTH,test,8,pine,2675_8.jpg,test_2675_8.jpg,data/wood_species/raw/pine/test_2675_8.jpg,200,200,3,5195
WOOD-AUTH,test,8,pine,2676_8.jpg,test_2676_8.jpg,data/wood_species/raw/pine/test_2676_8.jpg,200,200,3,5204
WOOD-AUTH,test,8,pine,2677_8.jpg,test_2677_8.jpg,data/wood_species/raw/pine/test_2677_8.jpg,200,200,3,6111
WOOD-AUTH,test,8,pine,2678_8.jpg,test_2678_8.jpg,data/wood_species/raw/pine/test_2678_8.jpg,200,200,3,6173
WOOD-AUTH,test,8,pine,2679_8.jpg,test_2679_8.jpg,data/wood_species/raw/pine/test_2679_8.jpg,200,200,3,6093
WOOD-AUTH,test,8,pine,2680_8.jpg,test_2680_8.jpg,data/wood_species/raw/pine/test_2680_8.jpg,200,200,3,6219
WOOD-AUTH,test,8,pine,2681_8.jpg,test_2681_8.jpg,data/wood_species/raw/pine/test_2681_8.jpg,200,200,3,5066
WOOD-AUTH,test,8,pine,2682_8.jpg,test_2682_8.jpg,data/wood_species/raw/pine/test_2682_8.jpg,200,200,3,5643
WOOD-AUTH,test,8,pine,2683_8.jpg,test_2683_8.jpg,data/wood_species/raw/pine/test_2683_8.jpg,200,200,3,5832
WOOD-AUTH,test,8,pine,2684_8.jpg,test_2684_8.jpg,data/wood_species/raw/pine/test_2684_8.jpg,200,200,3,5931
WOOD-AUTH,test,8,pine,2685_8.jpg,test_2685_8.jpg,data/wood_species/raw/pine/test_2685_8.jpg,200,200,3,5647
WOOD-AUTH,test,8,pine,2686_8.jpg,test_2686_8.jpg,data/wood_species/raw/pine/test_2686_8.jpg,200,200,3,5804
WOOD-AUTH,test,8,pine,2687_8.jpg,test_2687_8.jpg,data/wood_species/raw/pine/test_2687_8.jpg,200,200,3,5726
WOOD-AUTH,test,8,pine,2688_8.jpg,test_2688_8.jpg,data/wood_species/raw/pine/test_2688_8.jpg,200,200,3,5684
WOOD-AUTH,test,8,pine,2689_8.jpg,test_2689_8.jpg,data/wood_species/raw/pine/test_2689_8.jpg,200,200,3,6464
WOOD-AUTH,test,8,pine,2690_8.jpg,test_2690_8.jpg,data/wood_species/raw/pine/test_2690_8.jpg,200,200,3,6591
WOOD-AUTH,test,8,pine,2691_8.jpg,test_2691_8.jpg,data/wood_species/raw/pine/test_2691_8.jpg,200,200,3,6604
WOOD-AUTH,test,8,pine,2692_8.jpg,test_2692_8.jpg,data/wood_species/raw/pine/test_2692_8.jpg,200,200,3,6619
WOOD-AUTH,test,8,pine,2693_8.jpg,test_2693_8.jpg,data/wood_species/raw/pine/test_2693_8.jpg,200,200,3,6526
WOOD-AUTH,test,8,pine,2694_8.jpg,test_2694_8.jpg,data/wood_species/raw/pine/test_2694_8.jpg,200,200,3,6661
WOOD-AUTH,test,8,pine,2695_8.jpg,test_2695_8.jpg,data/wood_species/raw/pine/test_2695_8.jpg,200,200,3,6358
WOOD-AUTH,test,8,pine,2696_8.jpg,test_2696_8.jpg,data/wood_species/raw/pine/test_2696_8.jpg,200,200,3,6491
WOOD-AUTH,test,8,pine,2697_8.jpg,test_2697_8.jpg,data/wood_species/raw/pine/test_2697_8.jpg,200,200,3,7856
WOOD-AUTH,test,8,pine,2698_8.jpg,test_2698_8.jpg,data/wood_species/raw/pine/test_2698_8.jpg,200,200,3,7553
WOOD-AUTH,test,8,pine,2699_8.jpg,test_2699_8.jpg,data/wood_species/raw/pine/test_2699_8.jpg,200,200,3,7663
WOOD-AUTH,test,8,pine,2700_8.jpg,test_2700_8.jpg,data/wood_species/raw/pine/test_2700_8.jpg,200,200,3,7460
WOOD-AUTH,test,8,pine,2701_8.jpg,test_2701_8.jpg,data/wood_species/raw/pine/test_2701_8.jpg,200,200,3,3353
WOOD-AUTH,test,8,pine,2702_8.jpg,test_2702_8.jpg,data/wood_species/raw/pine/test_2702_8.jpg,200,200,3,3446
WOOD-AUTH,test,8,pine,2703_8.jpg,test_2703_8.jpg,data/wood_species/raw/pine/test_2703_8.jpg,200,200,3,3770
WOOD-AUTH,test,8,pine,2704_8.jpg,test_2704_8.jpg,data/wood_species/raw/pine/test_2704_8.jpg,200,200,3,3962
WOOD-AUTH,test,8,pine,2705_8.jpg,test_2705_8.jpg,data/wood_species/raw/pine/test_2705_8.jpg,200,200,3,4339
WOOD-AUTH,test,8,pine,2706_8.jpg,test_2706_8.jpg,data/wood_species/raw/pine/test_2706_8.jpg,200,200,3,4407
WOOD-AUTH,test,8,pine,2707_8.jpg,test_2707_8.jpg,data/wood_species/raw/pine/test_2707_8.jpg,200,200,3,4052
WOOD-AUTH,test,8,pine,2708_8.jpg,test_2708_8.jpg,data/wood_species/raw/pine/test_2708_8.jpg,200,200,3,4295
WOOD-AUTH,test,8,pine,2709_8.jpg,test_2709_8.jpg,data/wood_species/raw/pine/test_2709_8.jpg,200,200,3,4035
WOOD-AUTH,test,8,pine,2710_8.jpg,test_2710_8.jpg,data/wood_species/raw/pine/test_2710_8.jpg,200,200,3,3896
WOOD-AUTH,test,8,pine,2711_8.jpg,test_2711_8.jpg,data/wood_species/raw/pine/test_2711_8.jpg,200,200,3,4215
WOOD-AUTH,test,8,pine,2712_8.jpg,test_2712_8.jpg,data/wood_species/raw/pine/test_2712_8.jpg,200,200,3,4053
WOOD-AUTH,test,8,pine,2713_8.jpg,test_2713_8.jpg,data/wood_species/raw/pine/test_2713_8.jpg,200,200,3,4271
WOOD-AUTH,test,8,pine,2714_8.jpg,test_2714_8.jpg,data/wood_species/raw/pine/test_2714_8.jpg,200,200,3,4365
WOOD-AUTH,test,8,pine,2715_8.jpg,test_2715_8.jpg,data/wood_species/raw/pine/test_2715_8.jpg,200,200,3,4477
WOOD-AUTH,test,8,pine,2716_8.jpg,test_2716_8.jpg,data/wood_species/raw/pine/test_2716_8.jpg,200,200,3,4346
WOOD-AUTH,test,8,pine,2717_8.jpg,test_2717_8.jpg,data/wood_species/raw/pine/test_2717_8.jpg,200,200,3,4277
WOOD-AUTH,test,8,pine,2718_8.jpg,test_2718_8.jpg,data/wood_species/raw/pine/test_2718_8.jpg,200,200,3,4416
